100.0000000000, -20.0000000000, 9.9990000000, 
4.0002000000, -0.4998000000, 1.8331333333, 
4.0002000000, -0.4998000000, 1.8331333333, 
1.7333333333, 2.1083833333, 2.4749833333, 
1.7333333333, 2.1083833333, 2.4749833333, 
1.0833266667, 2.1104225000, 2.9076413889, 
1.0833266667, 2.1104225000, 2.9076413889, 
0.9963872222, 2.0239928472, 2.9944109028, 
0.9963872222, 2.0239928472, 2.9944109028, 
0.9963192500, 2.0023174618, 3.0016813461, 
0.9963192500, 2.0023174618, 3.0016813461, 
0.9992002384, 1.9997796039, 3.0006066398, 
0.9992002384, 1.9997796039, 3.0006066398, 
0.9999227513, 1.9998676522, 3.0000956151, 
0.9999227513, 1.9998676522, 3.0000956151, 
1.0000073465, 1.9999742596, 3.0000036824, 
1.0000073465, 1.9999742596, 3.0000036824, 
1.0000044116, 1.9999979765, 2.9999977334, 
1.0000044116, 1.9999979765, 2.9999977334, 
1.0000008580, 2.0000003521, 2.9999993106, 
1.0000008580, 2.0000003521, 2.9999993106, 
1.0000000675, 2.0000001555, 2.9999999032, 
1.0000000675, 2.0000001555, 2.9999999032, 
0.9999999883, 2.0000000271, 2.9999999988, 
0.9999999883, 2.0000000271, 2.9999999988, 
0.9999999948, 2.0000000016, 3.0000000029, 
0.9999999948, 2.0000000016, 3.0000000029, 
0.9999999991, 1.9999999995, 3.0000000008, 
0.9999999991, 1.9999999995, 3.0000000008, 
0.9999999999, 1.9999999998, 3.0000000001, 
0.9999999999, 1.9999999998, 3.0000000001, 
1.0000000000, 2.0000000000, 3.0000000000, 
1.0000000000, 2.0000000000, 3.0000000000, 
1.0000000000, 2.0000000000, 3.0000000000, 
1.0000000000, 2.0000000000, 3.0000000000, 
1.0000000000, 2.0000000000, 3.0000000000, 
