0.0000000000, 0.0000000000, 0.0000000000, 
2.0000000000, 2.5000000000, 2.1666666667, 
2.0000000000, 2.5000000000, 2.1666666667, 
1.0666666667, 2.1916666667, 2.8916666667, 
1.0666666667, 2.1916666667, 2.8916666667, 
0.9833333333, 2.0312500000, 3.0006944444, 
0.9833333333, 2.0312500000, 3.0006944444, 
0.9936111111, 2.0014236111, 3.0037847222, 
0.9936111111, 2.0014236111, 3.0037847222, 
0.9989583333, 1.9993142361, 3.0009230324, 
0.9989583333, 1.9993142361, 3.0009230324, 
0.9999525463, 1.9997811053, 3.0001046007, 
0.9999525463, 1.9997811053, 3.0001046007, 
1.0000228588, 1.9999681351, 2.9999953824, 
1.0000228588, 1.9999681351, 2.9999953824, 
1.0000072965, 1.9999993303, 2.9999953589, 
1.0000072965, 1.9999993303, 2.9999953589, 
1.0000010622, 2.0000008947, 2.9999989936, 
1.0000010622, 2.0000008947, 2.9999989936, 
1.0000000223, 2.0000002460, 2.9999999031, 
1.0000000223, 2.0000002460, 2.9999999031, 
0.9999999702, 2.0000000317, 3.0000000093, 
0.9999999702, 2.0000000317, 3.0000000093, 
0.9999999918, 1.9999999997, 3.0000000056, 
0.9999999918, 1.9999999997, 3.0000000056, 
0.9999999989, 1.9999999989, 3.0000000011, 
0.9999999989, 1.9999999989, 3.0000000011, 
1.0000000000, 1.9999999997, 3.0000000001, 
1.0000000000, 1.9999999997, 3.0000000001, 
1.0000000000, 2.0000000000, 3.0000000000, 
1.0000000000, 2.0000000000, 3.0000000000, 
1.0000000000, 2.0000000000, 3.0000000000, 
1.0000000000, 2.0000000000, 3.0000000000, 
1.0000000000, 2.0000000000, 3.0000000000, 
